Instance,Algorithm,P1_Name,P1_Val,P2_Name,P2_Val,BestCost,Evaluations,TimeMicros
data\esc32a.dat,SA,Alpha,0.8,L_Factor,8,136,146816,24033
data\esc32a.dat,SA,Alpha,0.85,L_Factor,2,138,47616,7783
data\esc32a.dat,SA,Alpha,0.85,L_Factor,5,142,111600,18419
data\esc32a.dat,SA,Alpha,0.85,L_Factor,8,138,182528,30063
data\esc32a.dat,SA,Alpha,0.9,L_Factor,2,144,68448,11262
data\esc32a.dat,SA,Alpha,0.9,L_Factor,5,142,143840,23713
data\esc32a.dat,SA,Alpha,0.9,L_Factor,8,142,273792,46134
data\esc32a.dat,SA,Alpha,0.95,L_Factor,2,142,114080,19457
data\esc32a.dat,SA,Alpha,0.95,L_Factor,5,142,292640,49679
data\esc32a.dat,SA,Alpha,0.95,L_Factor,8,136,468224,78031
data\esc32a.dat,SA,Alpha,0.99,L_Factor,2,164,450368,74625
data\esc32a.dat,SA,Alpha,0.99,L_Factor,5,158,1116000,188181
data\esc32a.dat,SA,Alpha,0.99,L_Factor,8,160,1785600,304340
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,10,142,60885,11409
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,4,156,75438,14135
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,2,148,60786,11422
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,10,144,113454,21243
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,4,146,132957,24831
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,2,140,104247,19500
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,10,142,289476,54225
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,4,136,544401,102091
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,2,130,383526,78343
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,10,140,597366,111743
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,4,140,535491,100125
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,2,132,782496,145774
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,10,138,1103850,205960
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,4,130,1690029,314593
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,2,130,1103652,205796
data\esc32a.dat,SA,Alpha,0.8,L_Factor,2,146,51584,8853
data\esc32a.dat,SA,Alpha,0.8,L_Factor,5,144,84320,13741
data\esc32a.dat,SA,Alpha,0.8,L_Factor,8,136,142848,23296
data\esc32a.dat,SA,Alpha,0.85,L_Factor,2,140,49600,8081
data\esc32a.dat,SA,Alpha,0.85,L_Factor,5,140,121520,19808
data\esc32a.dat,SA,Alpha,0.85,L_Factor,8,132,190464,31097
data\esc32a.dat,SA,Alpha,0.9,L_Factor,2,144,69440,11344
data\esc32a.dat,SA,Alpha,0.9,L_Factor,5,138,151280,24754
data\esc32a.dat,SA,Alpha,0.9,L_Factor,8,132,277760,45390
data\esc32a.dat,SA,Alpha,0.95,L_Factor,2,160,98208,16188
data\esc32a.dat,SA,Alpha,0.95,L_Factor,5,142,275280,45307
data\esc32a.dat,SA,Alpha,0.95,L_Factor,8,136,492032,81367
data\esc32a.dat,SA,Alpha,0.99,L_Factor,2,154,464256,77139
data\esc32a.dat,SA,Alpha,0.99,L_Factor,5,166,1111040,184069
data\esc32a.dat,SA,Alpha,0.99,L_Factor,8,162,1777664,293876
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,10,146,70290,13284
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,4,140,62766,25143
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,2,136,124839,25591
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,10,142,184536,34324
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,4,130,175626,33862
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,2,132,231660,44399
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,10,138,372438,69952
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,4,136,678546,126844
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,2,138,329670,63288
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,10,130,850311,168505
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,4,138,594396,124563
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,2,130,648648,126331
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,10,134,1740123,330038
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,4,132,1607166,301810
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,2,130,1298088,246145
data\esc32a.dat,SA,Alpha,0.8,L_Factor,2,138,36704,6023
data\esc32a.dat,SA,Alpha,0.8,L_Factor,5,136,96720,34398
data\esc32a.dat,SA,Alpha,0.8,L_Factor,8,144,154752,30302
data\esc32a.dat,SA,Alpha,0.85,L_Factor,2,136,49600,8879
data\esc32a.dat,SA,Alpha,0.85,L_Factor,5,140,111600,23453
data\esc32a.dat,SA,Alpha,0.85,L_Factor,8,142,178560,29700
data\esc32a.dat,SA,Alpha,0.9,L_Factor,2,140,64480,10609
data\esc32a.dat,SA,Alpha,0.9,L_Factor,5,144,183520,30091
data\esc32a.dat,SA,Alpha,0.9,L_Factor,8,138,238080,52069
data\esc32a.dat,SA,Alpha,0.95,L_Factor,2,148,121024,22917
data\esc32a.dat,SA,Alpha,0.95,L_Factor,5,134,297600,49613
data\esc32a.dat,SA,Alpha,0.95,L_Factor,8,138,499968,82475
data\esc32a.dat,SA,Alpha,0.99,L_Factor,2,164,444416,73833
data\esc32a.dat,SA,Alpha,0.99,L_Factor,5,162,1111040,215386
data\esc32a.dat,SA,Alpha,0.99,L_Factor,8,158,1805440,309290
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,10,148,52965,9980
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,4,136,84348,15741
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,2,138,146223,27571
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,10,130,229581,42838
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,4,142,185724,35437
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,2,134,170676,31919
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,10,136,275814,52749
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,4,136,739233,161921
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,2,134,339174,126884
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,10,138,511632,157622
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,4,136,704088,195173
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,2,130,844965,186252
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,10,130,2026827,407043
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,4,134,1088505,220190
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,2,130,1285218,255378
data\esc32a.dat,SA,Alpha,0.8,L_Factor,2,146,36704,6156
data\esc32a.dat,SA,Alpha,0.8,L_Factor,5,136,99200,17216
data\esc32a.dat,SA,Alpha,0.8,L_Factor,8,140,138880,23585
data\esc32a.dat,SA,Alpha,0.85,L_Factor,2,142,51584,8682
data\esc32a.dat,SA,Alpha,0.85,L_Factor,5,136,114080,19376
data\esc32a.dat,SA,Alpha,0.85,L_Factor,8,132,198400,33580
data\esc32a.dat,SA,Alpha,0.9,L_Factor,2,138,71424,11997
data\esc32a.dat,SA,Alpha,0.9,L_Factor,5,136,161200,27579
data\esc32a.dat,SA,Alpha,0.9,L_Factor,8,132,253952,44118
data\esc32a.dat,SA,Alpha,0.95,L_Factor,2,132,124992,22001
data\esc32a.dat,SA,Alpha,0.95,L_Factor,5,134,270320,47430
data\esc32a.dat,SA,Alpha,0.95,L_Factor,8,132,492032,85326
data\esc32a.dat,SA,Alpha,0.99,L_Factor,2,162,461280,80579
data\esc32a.dat,SA,Alpha,0.99,L_Factor,5,160,1143280,203674
data\esc32a.dat,SA,Alpha,0.99,L_Factor,8,156,1821312,318025
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,10,148,57024,11257
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,4,142,112761,22253
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,2,136,78705,15487
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,10,134,135333,26978
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,4,144,173250,33979
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,2,138,124740,23968
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,10,132,455796,88681
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,4,138,358776,71132
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,2,130,581031,115714
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,10,138,1298088,265352
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,4,138,538758,103285
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,2,130,1125135,225100
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,10,136,1987722,411764
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,4,130,2164932,407099
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,2,130,1039698,202155
data\esc32a.dat,SA,Alpha,0.8,L_Factor,2,146,44640,7533
data\esc32a.dat,SA,Alpha,0.8,L_Factor,5,136,91760,15395
data\esc32a.dat,SA,Alpha,0.8,L_Factor,8,138,150784,25231
data\esc32a.dat,SA,Alpha,0.85,L_Factor,2,140,55552,9155
data\esc32a.dat,SA,Alpha,0.85,L_Factor,5,134,119040,19797
data\esc32a.dat,SA,Alpha,0.85,L_Factor,8,134,174592,31100
data\esc32a.dat,SA,Alpha,0.9,L_Factor,2,146,57536,10627
data\esc32a.dat,SA,Alpha,0.9,L_Factor,5,144,161200,28005
data\esc32a.dat,SA,Alpha,0.9,L_Factor,8,140,246016,41178
data\esc32a.dat,SA,Alpha,0.95,L_Factor,2,144,111104,18619
data\esc32a.dat,SA,Alpha,0.95,L_Factor,5,144,297600,49192
data\esc32a.dat,SA,Alpha,0.95,L_Factor,8,132,480128,79639
data\esc32a.dat,SA,Alpha,0.99,L_Factor,2,168,444416,73760
data\esc32a.dat,SA,Alpha,0.99,L_Factor,5,166,1113520,185198
data\esc32a.dat,SA,Alpha,0.99,L_Factor,8,152,1809408,303627
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,10,144,83160,16085
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,4,130,169785,34226
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,2,138,87021,16478
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,10,144,105831,19817
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,4,136,132759,24865
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,2,134,114741,21654
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,10,140,278190,52621
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,4,134,305712,57216
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,2,134,552024,103474
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,10,130,696267,129957
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,4,134,589941,110161
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,2,130,1288881,240153
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,10,140,1135728,226087
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,4,136,1081971,207536
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,2,130,1795167,352049
data\esc32a.dat,SA,Alpha,0.8,L_Factor,2,138,41664,6987
data\esc32a.dat,SA,Alpha,0.8,L_Factor,5,142,94240,16305
data\esc32a.dat,SA,Alpha,0.8,L_Factor,8,136,142848,23705
data\esc32a.dat,SA,Alpha,0.85,L_Factor,2,148,43648,7161
data\esc32a.dat,SA,Alpha,0.85,L_Factor,5,138,121520,20190
data\esc32a.dat,SA,Alpha,0.85,L_Factor,8,136,186496,31736
data\esc32a.dat,SA,Alpha,0.9,L_Factor,2,138,65472,11806
data\esc32a.dat,SA,Alpha,0.9,L_Factor,5,140,156240,31307
data\esc32a.dat,SA,Alpha,0.9,L_Factor,8,138,261888,47280
data\esc32a.dat,SA,Alpha,0.95,L_Factor,2,142,112096,18804
data\esc32a.dat,SA,Alpha,0.95,L_Factor,5,142,272800,48065
data\esc32a.dat,SA,Alpha,0.95,L_Factor,8,136,464256,81045
data\esc32a.dat,SA,Alpha,0.99,L_Factor,2,164,444416,77544
data\esc32a.dat,SA,Alpha,0.99,L_Factor,5,164,1111040,210372
data\esc32a.dat,SA,Alpha,0.99,L_Factor,8,154,1853056,332338
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,10,152,65340,12194
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,4,132,65538,12665
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,2,142,80091,15176
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,10,136,213741,39763
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,4,144,137016,26360
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,2,138,127710,25274
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,10,130,615582,116043
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,4,130,433521,83754
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,2,132,543807,108598
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,10,130,1070685,259639
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,4,130,1400256,269438
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,2,130,780417,152503
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,10,132,1984455,383638
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,4,132,1008711,189410
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,2,134,1057122,206537
data\esc32a.dat,SA,Alpha,0.8,L_Factor,2,142,45632,7660
data\esc32a.dat,SA,Alpha,0.8,L_Factor,5,138,94240,15384
data\esc32a.dat,SA,Alpha,0.8,L_Factor,8,140,150784,24993
data\esc32a.dat,SA,Alpha,0.85,L_Factor,2,140,44640,7281
data\esc32a.dat,SA,Alpha,0.85,L_Factor,5,146,106640,17866
data\esc32a.dat,SA,Alpha,0.85,L_Factor,8,138,186496,30374
data\esc32a.dat,SA,Alpha,0.9,L_Factor,2,134,67456,10985
data\esc32a.dat,SA,Alpha,0.9,L_Factor,5,132,158720,25904
data\esc32a.dat,SA,Alpha,0.9,L_Factor,8,142,253952,44211
data\esc32a.dat,SA,Alpha,0.95,L_Factor,2,140,118048,19345
data\esc32a.dat,SA,Alpha,0.95,L_Factor,5,136,287680,47501
data\esc32a.dat,SA,Alpha,0.95,L_Factor,8,130,476160,78629
data\esc32a.dat,SA,Alpha,0.99,L_Factor,2,164,454336,78532
data\esc32a.dat,SA,Alpha,0.99,L_Factor,5,168,1111040,190664
data\esc32a.dat,SA,Alpha,0.99,L_Factor,8,154,1888768,322513
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,10,138,103356,20222
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,4,138,58509,11518
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,2,130,155826,29350
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,10,130,291852,56615
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,4,140,120186,36134
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,2,140,177507,43642
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,10,134,262251,49543
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,4,136,438867,82929
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,2,136,499653,94473
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,10,148,515790,99953
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,4,132,1151172,227984
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,2,130,966339,182717
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,10,136,1080585,205277
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,4,136,1244727,235391
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,2,132,1574397,299120
data\esc32a.dat,SA,Alpha,0.8,L_Factor,2,154,39680,6655
data\esc32a.dat,SA,Alpha,0.8,L_Factor,5,136,109120,18850
data\esc32a.dat,SA,Alpha,0.8,L_Factor,8,142,142848,24100
data\esc32a.dat,SA,Alpha,0.85,L_Factor,2,148,45632,7735
data\esc32a.dat,SA,Alpha,0.85,L_Factor,5,142,128960,21811
data\esc32a.dat,SA,Alpha,0.85,L_Factor,8,138,190464,32144
data\esc32a.dat,SA,Alpha,0.9,L_Factor,2,144,75392,12749
data\esc32a.dat,SA,Alpha,0.9,L_Factor,5,138,188480,31880
data\esc32a.dat,SA,Alpha,0.9,L_Factor,8,134,253952,41970
data\esc32a.dat,SA,Alpha,0.95,L_Factor,2,142,112096,18392
data\esc32a.dat,SA,Alpha,0.95,L_Factor,5,136,287680,47209
data\esc32a.dat,SA,Alpha,0.95,L_Factor,8,142,484096,80365
data\esc32a.dat,SA,Alpha,0.99,L_Factor,2,162,460288,77241
data\esc32a.dat,SA,Alpha,0.99,L_Factor,5,152,1158160,191660
data\esc32a.dat,SA,Alpha,0.99,L_Factor,8,160,1793536,299194
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,10,148,60291,11418
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,4,140,77913,15719
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,2,140,106326,19905
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,10,144,128106,23989
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,4,136,195030,36766
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,2,130,154440,29075
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,10,142,426987,80730
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,4,130,473418,94424
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,2,130,503712,96360
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,10,134,776259,146386
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,4,132,1199979,246634
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,2,130,991881,185235
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,10,140,1111968,209125
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,4,136,1238490,232139
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,2,130,1295514,241727
data\esc32a.dat,SA,Alpha,0.8,L_Factor,2,136,39680,8061
data\esc32a.dat,SA,Alpha,0.8,L_Factor,5,140,96720,16008
data\esc32a.dat,SA,Alpha,0.8,L_Factor,8,152,142848,23480
data\esc32a.dat,SA,Alpha,0.85,L_Factor,2,138,45632,7653
data\esc32a.dat,SA,Alpha,0.85,L_Factor,5,142,116560,19046
data\esc32a.dat,SA,Alpha,0.85,L_Factor,8,136,194432,32084
data\esc32a.dat,SA,Alpha,0.9,L_Factor,2,146,62496,10374
data\esc32a.dat,SA,Alpha,0.9,L_Factor,5,140,151280,24729
data\esc32a.dat,SA,Alpha,0.9,L_Factor,8,140,265856,44148
data\esc32a.dat,SA,Alpha,0.95,L_Factor,2,138,119040,19478
data\esc32a.dat,SA,Alpha,0.95,L_Factor,5,132,327360,55236
data\esc32a.dat,SA,Alpha,0.95,L_Factor,8,138,476160,78945
data\esc32a.dat,SA,Alpha,0.99,L_Factor,2,172,444416,73392
data\esc32a.dat,SA,Alpha,0.99,L_Factor,5,158,1111040,183856
data\esc32a.dat,SA,Alpha,0.99,L_Factor,8,150,1857024,312261
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,10,138,67914,12850
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,4,138,104445,19758
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,2,132,68211,12977
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,10,146,117117,22430
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,4,136,134937,25273
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,2,132,306207,57024
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,10,136,418275,86629
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,4,134,439164,81532
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,2,130,861894,160940
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,10,136,1073655,260615
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,4,136,1064943,215285
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,2,130,1008513,218276
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,10,132,1368576,303943
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,4,136,1026432,261182
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,2,130,1440054,326028
data\esc32a.dat,SA,Alpha,0.8,L_Factor,2,150,36704,6433
data\esc32a.dat,SA,Alpha,0.8,L_Factor,5,136,89280,15406
data\esc32a.dat,SA,Alpha,0.8,L_Factor,8,132,146816,25838
data\esc32a.dat,SA,Alpha,0.85,L_Factor,2,144,49600,8301
data\esc32a.dat,SA,Alpha,0.85,L_Factor,5,134,124000,21191
data\esc32a.dat,SA,Alpha,0.85,L_Factor,8,138,178560,29560
data\esc32a.dat,SA,Alpha,0.9,L_Factor,2,140,69440,11317
data\esc32a.dat,SA,Alpha,0.9,L_Factor,5,140,173600,28341
data\esc32a.dat,SA,Alpha,0.9,L_Factor,8,140,265856,44300
data\esc32a.dat,SA,Alpha,0.95,L_Factor,2,144,102176,16778
data\esc32a.dat,SA,Alpha,0.95,L_Factor,5,140,285200,46742
data\esc32a.dat,SA,Alpha,0.95,L_Factor,8,136,448384,78026
data\esc32a.dat,SA,Alpha,0.99,L_Factor,2,168,444416,74791
data\esc32a.dat,SA,Alpha,0.99,L_Factor,5,158,1128400,194910
data\esc32a.dat,SA,Alpha,0.99,L_Factor,8,154,1789568,349581
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,10,148,59103,12280
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,4,138,104445,23241
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,2,140,99990,24871
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,10,142,170181,37960
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,4,140,109494,24117
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,2,136,196515,49409
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,10,138,265419,87055
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,4,132,439857,121144
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,2,130,329472,86644
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,10,142,534204,128732
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,4,136,626175,156770
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,2,132,615384,178951
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,10,134,1230570,333765
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,4,132,1317096,334896
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,2,130,1030788,280249
data\esc32a.dat,SA,Alpha,0.8,L_Factor,2,148,38688,9000
data\esc32a.dat,SA,Alpha,0.8,L_Factor,5,142,94240,23136
data\esc32a.dat,SA,Alpha,0.8,L_Factor,8,132,150784,33799
data\esc32a.dat,SA,Alpha,0.85,L_Factor,2,130,49600,11195
data\esc32a.dat,SA,Alpha,0.85,L_Factor,5,146,106640,22437
data\esc32a.dat,SA,Alpha,0.85,L_Factor,8,132,178560,59965
data\esc32a.dat,SA,Alpha,0.9,L_Factor,2,138,69440,19762
data\esc32a.dat,SA,Alpha,0.9,L_Factor,5,144,163680,39450
data\esc32a.dat,SA,Alpha,0.9,L_Factor,8,134,249984,83655
data\esc32a.dat,SA,Alpha,0.95,L_Factor,2,148,115072,34139
data\esc32a.dat,SA,Alpha,0.95,L_Factor,5,136,285200,67247
data\esc32a.dat,SA,Alpha,0.95,L_Factor,8,140,440448,97899
data\esc32a.dat,SA,Alpha,0.99,L_Factor,2,162,453344,113975
data\esc32a.dat,SA,Alpha,0.99,L_Factor,5,158,1135840,253898
data\esc32a.dat,SA,Alpha,0.99,L_Factor,8,150,1845120,378505
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,10,146,54846,12036
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,4,144,54252,11434
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,2,136,79299,17279
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,10,142,117909,24651
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,4,138,112266,23669
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,2,138,149094,31487
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,10,138,470052,93781
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,4,138,265617,52544
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,2,130,587961,116152
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,10,136,911592,174153
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,4,130,658350,123306
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,2,130,856251,160695
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,10,138,1530441,315983
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,4,130,1582713,298068
data\esc32a.dat,TS,P_Factor,20,Tenure_Factor,2,134,1679436,317960
data\esc32a.dat,SA,Alpha,0.8,L_Factor,2,152,35712,5847
data\esc32a.dat,SA,Alpha,0.8,L_Factor,5,138,94240,15470
data\esc32a.dat,SA,Alpha,0.8,L_Factor,8,136,146816,23962
data\esc32a.dat,SA,Alpha,0.85,L_Factor,2,138,52576,8608
data\esc32a.dat,SA,Alpha,0.85,L_Factor,5,142,109120,17982
data\esc32a.dat,SA,Alpha,0.85,L_Factor,8,136,178560,29151
data\esc32a.dat,SA,Alpha,0.9,L_Factor,2,144,66464,11045
data\esc32a.dat,SA,Alpha,0.9,L_Factor,5,136,166160,28756
data\esc32a.dat,SA,Alpha,0.9,L_Factor,8,138,249984,43480
data\esc32a.dat,SA,Alpha,0.95,L_Factor,2,132,125984,21070
data\esc32a.dat,SA,Alpha,0.95,L_Factor,5,132,314960,52534
data\esc32a.dat,SA,Alpha,0.95,L_Factor,8,132,499968,82660
data\esc32a.dat,SA,Alpha,0.99,L_Factor,2,166,447392,77505
data\esc32a.dat,SA,Alpha,0.99,L_Factor,5,164,1111040,188916
data\esc32a.dat,SA,Alpha,0.99,L_Factor,8,160,1793536,303518
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,10,146,74349,13787
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,4,136,94248,18187
data\esc32a.dat,TS,P_Factor,1,Tenure_Factor,2,134,107316,22219
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,10,144,105138,20042
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,4,142,160281,29981
data\esc32a.dat,TS,P_Factor,2,Tenure_Factor,2,138,121374,25810
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,10,138,358281,71319
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,4,132,417186,78301
data\esc32a.dat,TS,P_Factor,5,Tenure_Factor,2,130,347589,65092
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,10,130,906444,169874
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,4,136,503910,94209
data\esc32a.dat,TS,P_Factor,10,Tenure_Factor,2,130,614493,114424
