Instance, OptCost, Algorithm, Run, InitCost, FinalCost, Solution
esc32a,130,RS,107,438,334,32 24 30 26 2 1 4 11 14 21 31 5 27 7 29 23 3 10 22 13 6 25 8 12 19 17 15 16 18 20 28 9
esc32a,130,RW,107,438,300,20 31 15 24 23 18 9 21 6 8 12 25 2 32 16 29 27 3 4 30 1 26 22 5 7 14 13 11 19 17 28 10
esc32a,130,H,108,452,422,27 16 18 24 9 21 4 3 8 23 15 2 13 1 14 19 11 12 17 5 22 6 26 25 7 10 20 28 29 31 30 32
esc32a,130,G,108,452,162,7 5 14 10 9 11 2 19 13 28 8 18 3 1 12 17 22 16 32 15 31 4 23 27 20 26 24 6 29 21 25 30
esc32a,130,S,108,452,158,20 26 4 2 14 22 5 19 10 31 24 13 18 30 6 11 29 8 32 25 7 21 3 15 17 9 23 27 12 1 28 16
esc32a,130,RS,108,452,310,11 18 14 22 26 9 16 29 2 4 8 32 28 19 5 7 15 6 3 30 21 24 13 23 1 20 17 27 10 25 31 12
esc32a,130,RW,108,452,314,21 22 18 17 13 7 8 31 20 32 3 14 5 1 27 30 15 19 10 2 24 11 23 28 4 16 9 25 26 29 12 6
esc32a,130,H,109,394,454,27 18 16 21 9 24 4 3 8 15 23 1 2 14 13 19 12 11 5 17 22 26 6 25 10 7 20 28 29 31 30 32
esc32a,130,G,109,394,162,12 20 28 25 17 11 32 6 26 22 27 8 10 18 30 2 23 29 31 16 13 15 14 21 7 4 5 19 9 1 24 3
esc32a,130,S,109,394,162,25 11 29 30 19 17 21 6 31 15 18 4 26 27 28 2 22 32 24 9 12 1 10 16 5 8 14 13 7 20 23 3
esc32a,130,RS,109,394,324,21 14 22 24 27 28 25 1 26 8 23 6 30 13 5 10 15 29 31 4 3 17 2 9 20 18 12 32 16 11 7 19
esc32a,130,RW,109,394,294,19 11 7 9 10 3 26 16 15 32 1 21 20 28 31 5 17 27 23 14 24 18 6 30 25 4 22 29 2 12 13 8
esc32a,130,H,110,484,438,27 18 21 16 24 9 4 3 8 15 23 1 2 13 14 19 12 5 11 17 22 26 6 10 25 7 20 28 29 30 32 31
esc32a,130,G,110,484,166,5 21 23 20 18 10 24 8 19 1 9 14 13 17 27 6 16 28 11 26 4 15 2 3 32 30 12 31 22 25 7 29
esc32a,130,S,110,484,160,1 21 5 6 22 14 15 20 7 31 10 19 2 17 8 24 27 16 12 29 26 9 18 32 25 23 28 4 11 30 13 3
esc32a,130,RS,110,484,328,17 24 30 10 19 22 27 5 26 7 21 20 29 4 12 8 3 2 1 23 11 14 16 6 28 31 15 25 32 9 13 18
esc32a,130,RW,110,484,342,1 6 20 7 23 5 26 12 14 11 17 19 21 2 32 9 27 22 29 28 13 16 15 25 30 31 10 3 24 4 8 18
esc32a,130,H,111,490,446,27 18 16 21 24 9 4 3 8 15 23 2 1 13 14 19 11 12 5 17 22 6 26 25 7 10 28 20 30 29 31 32
esc32a,130,G,111,490,158,14 9 18 22 29 30 31 12 17 19 5 32 6 13 2 28 8 1 7 23 11 24 27 3 20 16 4 10 25 21 15 26
esc32a,130,S,111,490,166,27 14 9 25 10 26 11 20 13 8 19 22 31 30 29 18 24 5 3 16 1 28 2 6 12 21 4 32 7 23 15 17
esc32a,130,RS,111,490,330,22 23 19 6 14 29 25 10 8 21 16 2 7 13 3 20 4 24 32 31 17 11 26 18 1 12 9 27 28 15 30 5
esc32a,130,RW,111,490,330,23 4 25 5 1 12 14 11 15 28 30 24 6 8 21 3 19 29 31 13 32 18 16 26 9 22 27 7 20 2 10 17
esc32a,130,H,112,416,364,18 27 16 21 9 24 4 3 15 8 23 1 2 13 14 19 11 5 12 22 17 6 26 25 10 7 28 20 29 30 31 32
esc32a,130,G,112,416,178,16 6 2 25 13 32 29 19 9 4 30 8 12 14 10 20 21 26 22 5 28 24 27 18 23 7 17 11 31 15 3 1
esc32a,130,S,112,416,154,4 12 2 1 15 7 31 26 9 24 5 14 3 11 25 30 29 17 21 19 20 6 28 22 10 13 18 16 23 8 32 27
esc32a,130,RS,112,416,334,20 22 6 32 10 12 14 28 24 23 7 5 4 2 21 19 27 31 15 29 13 11 26 18 25 1 9 17 30 8 3 16
esc32a,130,RW,112,416,336,17 26 2 20 27 23 24 3 8 21 1 31 32 25 19 7 29 12 10 4 28 9 16 15 14 5 11 6 13 30 18 22
esc32a,130,H,113,432,410,27 18 16 24 21 9 4 3 8 15 23 1 2 13 14 19 11 12 5 17 22 6 26 10 25 7 28 20 29 30 31 32
esc32a,130,G,113,432,160,11 3 4 8 23 31 1 20 2 29 13 27 15 7 5 28 21 6 14 19 26 32 18 30 24 25 22 9 12 16 10 17
esc32a,130,S,113,432,156,21 13 5 1 9 17 6 22 7 19 27 16 23 15 3 24 32 4 28 31 26 29 18 20 14 8 30 12 2 11 10 25
esc32a,130,RS,113,432,346,7 12 31 16 4 9 5 11 14 28 23 26 13 15 30 3 19 32 6 22 21 29 24 18 1 2 27 8 20 10 17 25
esc32a,130,RW,113,432,296,9 18 16 7 25 23 24 31 4 22 15 29 3 17 8 32 30 11 20 2 12 14 28 27 13 26 10 1 6 21 19 5
esc32a,130,H,114,440,448,27 16 18 24 9 4 21 3 8 23 15 1 13 2 14 19 12 11 5 17 22 6 25 26 10 7 20 29 28 30 31 32
esc32a,130,G,114,440,154,16 3 9 13 7 15 17 19 1 12 29 24 32 4 14 20 21 10 25 6 26 31 18 28 23 22 27 5 8 11 2 30
esc32a,130,S,114,440,170,10 11 9 13 15 16 21 23 1 2 28 30 14 7 5 24 32 17 27 6 20 26 4 3 31 22 19 25 8 12 29 18
esc32a,130,RS,114,440,328,29 18 32 12 14 2 23 31 13 20 9 26 30 22 28 8 17 4 16 25 7 21 15 3 10 6 11 5 19 24 1 27
esc32a,130,RW,114,440,316,22 13 7 5 14 15 28 16 6 30 4 21 8 29 12 11 26 1 3 23 27 24 31 19 25 17 32 10 9 18 20 2
esc32a,130,H,115,424,444,27 18 16 21 24 9 4 3 8 15 23 1 2 13 14 11 19 12 17 5 22 6 26 25 10 7 20 28 30 29 31 32
esc32a,130,G,115,424,158,4 14 8 7 6 5 17 32 16 18 1 30 3 13 15 31 10 11 9 21 25 2 27 26 12 29 28 24 22 23 19 20
esc32a,130,S,115,424,154,1 5 13 9 17 2 19 32 25 29 4 6 3 21 15 30 16 11 12 10 27 18 26 31 20 14 28 8 22 24 23 7
esc32a,130,RS,115,424,324,11 8 14 13 29 24 1 26 9 3 4 30 19 5 7 17 12 6 23 32 18 28 22 25 2 15 10 27 16 21 31 20
esc32a,130,RW,115,424,302,26 2 24 32 3 25 27 13 19 21 18 9 12 4 22 15 14 23 28 30 11 29 5 31 8 16 10 20 1 17 7 6
esc32a,130,H,116,432,454,18 27 16 24 21 4 9 8 3 15 23 2 13 1 19 14 11 12 5 22 6 17 26 25 10 7 28 20 30 29 31 32
esc32a,130,G,116,432,164,18 30 6 2 26 20 23 1 10 16 21 7 22 32 14 3 5 13 29 12 11 19 27 15 17 8 9 25 28 4 31 24
esc32a,130,S,116,432,158,30 28 20 18 26 22 31 4 19 5 29 8 32 27 23 3 14 17 25 12 9 24 11 1 6 7 2 16 13 15 10 21
esc32a,130,RS,116,432,318,26 8 21 19 18 9 5 27 24 28 30 32 10 14 22 1 16 20 31 12 15 25 3 23 6 2 11 17 4 29 13 7
esc32a,130,RW,116,432,314,20 12 17 27 5 1 2 22 19 3 18 28 10 24 9 16 15 25 21 4 14 30 8 13 7 31 6 32 23 11 29 26
esc32a,130,H,117,472,430,27 16 18 21 24 9 4 3 8 15 23 1 2 13 14 11 12 19 5 22 17 6 26 25 10 7 20 28 29 31 32 30
esc32a,130,G,117,472,166,2 6 18 26 24 17 28 31 22 12 9 19 1 8 30 27 25 14 10 21 13 3 29 16 11 20 15 4 32 23 7 5
esc32a,130,S,117,472,146,12 15 16 14 13 10 27 18 30 7 4 25 28 31 32 1 2 24 8 3 21 26 17 5 6 9 22 19 29 20 23 11
esc32a,130,RS,117,472,330,16 9 29 19 15 32 24 6 18 22 27 26 30 3 20 17 11 23 1 28 2 31 10 5 14 25 8 21 4 12 7 13
esc32a,130,RW,117,472,306,16 3 24 13 9 7 31 17 32 6 12 2 28 27 30 1 10 14 4 26 21 11 19 18 15 29 22 25 8 5 23 20
esc32a,130,H,118,398,512,27 18 16 21 24 9 4 3 8 15 23 1 2 13 19 14 11 12 5 22 6 17 25 26 10 7 20 29 28 30 31 32
esc32a,130,G,118,398,158,9 27 25 26 12 10 4 16 28 20 21 7 13 11 17 8 5 18 22 3 30 1 32 24 2 23 6 15 14 29 31 19
esc32a,130,S,118,398,154,13 5 17 18 22 30 16 4 21 11 31 7 29 6 25 8 19 26 27 32 28 15 24 12 3 23 20 1 14 9 10 2
esc32a,130,RS,118,398,318,19 32 9 27 23 28 21 20 25 15 29 14 11 30 31 26 5 10 16 12 2 24 4 18 7 6 17 22 8 3 1 13
esc32a,130,RW,118,398,318,26 1 8 32 16 20 4 22 12 10 18 29 28 11 3 21 24 15 31 27 14 30 13 2 6 23 17 7 5 9 19 25
esc32a,130,H,119,512,468,27 18 16 21 24 9 4 3 8 15 23 1 2 14 19 13 11 5 12 22 17 6 26 25 10 7 20 28 29 30 31 32
esc32a,130,G,119,512,152,12 28 10 14 32 16 8 21 26 13 4 7 11 27 9 23 19 25 20 24 18 3 22 29 1 31 17 15 5 6 30 2
esc32a,130,S,119,512,158,7 3 15 32 20 8 28 18 27 13 1 10 5 19 23 25 2 31 21 16 30 14 26 29 6 9 22 24 12 17 11 4
esc32a,130,RS,119,512,320,12 19 23 15 20 29 14 5 31 6 1 18 10 16 24 7 30 32 17 26 8 2 4 3 11 21 13 27 25 28 22 9
esc32a,130,RW,119,512,306,32 21 1 2 8 15 11 19 5 18 12 17 24 7 14 3 25 10 28 30 20 26 27 23 16 4 9 31 13 6 22 29
esc32a,130,H,120,362,486,18 27 16 21 24 9 4 3 15 8 23 2 13 14 19 1 11 12 5 17 22 26 6 25 10 7 20 28 29 30 31 32
esc32a,130,G,120,362,182,25 20 32 31 8 29 7 10 16 18 21 12 17 24 23 4 26 15 5 6 3 13 2 1 14 28 9 30 22 19 11 27
esc32a,130,S,120,362,164,22 8 32 28 4 17 11 13 20 3 21 10 18 24 27 9 14 31 29 30 7 2 15 1 6 12 5 26 19 23 16 25
esc32a,130,RS,120,362,306,2 17 7 19 20 4 24 18 5 23 9 14 10 25 15 1 30 3 11 12 32 13 21 29 22 16 26 8 27 28 6 31
esc32a,130,RW,120,362,306,29 15 11 3 8 23 12 24 9 27 25 4 13 7 5 22 28 19 26 1 31 32 14 6 18 21 30 17 2 10 16 20
esc32a,130,H,121,402,452,27 16 18 21 24 9 4 3 8 15 23 1 2 13 19 11 14 12 5 22 17 6 26 25 10 7 20 28 29 30 31 32
esc32a,130,G,121,402,158,24 27 15 13 29 30 17 3 9 5 20 23 32 25 14 7 19 10 18 26 4 22 8 6 1 31 2 16 11 21 12 28
esc32a,130,S,121,402,158,28 31 16 32 23 24 21 8 15 9 20 7 26 29 30 4 1 14 18 27 10 22 12 2 5 3 6 25 17 11 13 19
esc32a,130,RS,121,402,340,1 5 3 8 14 24 12 13 7 27 6 26 22 23 15 9 25 11 4 31 32 29 16 17 19 10 18 20 30 2 21 28
esc32a,130,RW,121,402,324,18 23 29 14 21 15 9 2 31 19 7 12 25 20 32 6 4 27 3 17 13 30 10 8 22 1 16 28 24 5 11 26
esc32a,130,H,122,462,412,27 18 16 21 24 4 3 9 8 23 15 1 13 2 14 19 11 12 17 5 22 6 25 10 26 7 28 20 29 30 31 32
esc32a,130,G,122,462,160,29 31 15 12 28 32 8 10 11 19 22 13 21 27 3 25 14 4 24 5 18 30 26 20 6 9 2 17 23 1 16 7
esc32a,130,S,122,462,164,18 29 19 17 25 26 32 10 21 13 6 7 22 30 23 11 3 24 8 5 16 2 12 14 1 15 4 20 9 27 31 28
esc32a,130,RS,122,462,334,9 26 29 1 28 23 12 14 15 22 4 11 21 10 5 30 16 13 3 19 31 7 20 24 2 27 6 8 25 18 17 32
esc32a,130,RW,122,462,314,6 20 7 23 17 21 9 10 15 25 27 1 8 24 5 2 18 31 11 32 3 26 12 19 13 4 22 28 14 29 16 30
esc32a,130,H,123,412,466,27 18 16 24 21 9 4 8 15 3 23 1 2 13 14 19 11 5 12 17 6 22 26 25 10 7 20 28 29 30 31 32
esc32a,130,G,123,412,184,27 31 7 5 29 23 13 30 24 1 15 17 28 32 8 21 9 6 14 20 18 19 22 2 10 25 26 12 11 4 3 16
esc32a,130,S,123,412,174,32 12 30 22 2 29 24 3 10 13 31 19 28 4 26 7 15 14 16 21 1 25 5 9 27 23 11 17 18 8 6 20
esc32a,130,RS,123,412,316,31 23 8 5 19 20 16 17 7 2 9 12 29 21 3 32 22 6 18 11 15 27 24 30 1 28 25 13 26 14 4 10
esc32a,130,RW,123,412,322,31 10 20 23 28 4 9 17 24 1 12 3 27 14 16 6 8 32 22 11 29 7 2 21 19 13 18 26 30 5 25 15
esc32a,130,H,124,374,418,27 16 18 21 24 9 4 3 8 15 1 2 23 14 19 11 13 12 5 22 17 6 26 25 10 7 20 28 29 30 31 32
esc32a,130,G,124,374,160,10 13 12 11 29 30 15 27 9 24 18 32 2 14 4 31 28 3 20 6 17 26 21 23 25 16 19 7 5 22 1 8
esc32a,130,S,124,374,164,1 15 3 4 8 6 13 20 7 24 10 26 2 16 12 18 28 11 9 32 21 25 17 23 27 30 19 29 5 22 14 31
esc32a,130,RS,124,374,320,2 13 16 8 29 21 14 20 7 23 26 27 25 11 30 31 10 32 1 15 19 22 24 18 12 28 4 6 5 17 9 3
esc32a,130,RW,124,374,282,17 13 23 7 12 18 29 4 31 26 30 24 25 11 5 8 16 21 9 32 6 14 20 1 22 10 2 19 28 27 15 3
esc32a,130,H,125,470,424,18 27 21 16 24 9 4 3 8 15 23 1 2 13 14 11 19 12 5 17 22 6 26 25 10 7 20 28 29 30 31 32
esc32a,130,G,125,470,160,18 19 6 2 3 4 11 10 7 13 20 32 22 23 5 30 12 1 17 21 25 24 29 9 28 16 26 14 27 31 15 8
esc32a,130,S,125,470,154,22 8 32 31 24 30 7 5 20 3 17 14 18 4 28 15 6 27 25 12 9 26 13 11 2 16 1 29 10 21 23 19
esc32a,130,RS,125,470,330,7 25 5 14 15 30 10 22 29 24 28 21 12 9 32 23 18 31 27 8 1 3 20 17 16 13 19 11 2 6 4 26
esc32a,130,RW,125,470,294,15 7 3 20 8 13 12 2 19 16 6 28 14 23 31 4 26 29 21 24 22 11 5 30 25 10 18 1 9 17 32 27
esc32a,130,H,126,436,476,27 16 21 18 24 9 4 8 3 15 23 1 2 13 14 19 11 12 17 5 22 6 26 25 7 10 20 28 29 30 32 31
esc32a,130,G,126,436,154,9 29 13 15 31 27 18 3 23 16 11 19 25 21 5 1 20 7 12 32 6 28 2 8 24 17 4 14 10 26 22 30
esc32a,130,S,126,436,172,5 21 9 11 17 1 23 16 25 20 7 26 13 29 10 14 32 12 15 27 6 3 22 24 4 30 8 31 28 18 2 19
esc32a,130,RS,126,436,334,25 19 26 30 20 3 7 27 14 5 32 6 11 1 12 13 4 22 15 10 29 18 17 23 28 8 21 16 24 2 9 31
esc32a,130,RW,126,436,314,9 27 13 31 28 32 14 20 25 29 10 18 5 19 7 30 17 21 2 11 22 12 24 15 1 6 8 23 26 4 16 3
esc32a,130,H,127,432,466,27 18 16 21 24 9 4 3 8 15 23 1 2 13 14 11 19 12 5 17 6 22 26 25 10 7 20 28 29 30 31 32
esc32a,130,G,127,432,168,1 2 20 28 18 29 6 19 4 26 13 31 9 10 12 23 15 27 11 14 17 5 21 25 7 32 3 30 22 16 8 24
esc32a,130,S,127,432,144,25 29 21 22 30 26 14 27 6 7 10 32 9 13 5 31 12 1 2 8 19 28 23 3 15 16 11 4 17 18 20 24
esc32a,130,RS,127,432,344,11 17 19 21 23 31 18 7 5 10 20 6 12 27 2 32 28 4 1 30 16 22 15 3 8 24 14 9 25 29 13 26
esc32a,130,RW,127,432,294,23 27 30 32 18 6 25 13 28 2 10 26 29 31 22 5 17 14 9 12 1 24 21 3 16 20 7 19 15 8 4 11
esc32a,130,H,128,414,456,27 18 16 21 24 9 4 8 3 15 23 1 13 14 2 19 11 12 5 22 17 6 26 25 10 7 20 28 29 30 32 31
esc32a,130,G,128,414,158,31 21 14 6 24 16 27 3 22 10 28 13 32 23 30 7 9 18 20 26 4 15 8 2 11 5 1 12 19 25 17 29
esc32a,130,S,128,414,158,10 7 12 16 24 30 5 17 8 4 28 22 14 23 15 18 25 11 27 32 19 26 20 3 9 21 1 29 2 31 6 13
esc32a,130,RS,128,414,334,4 3 1 6 9 23 19 26 15 32 20 27 30 2 5 29 21 8 12 24 10 28 25 31 18 11 13 16 22 17 14 7
esc32a,130,RW,128,414,306,20 8 19 23 21 29 10 24 27 25 17 13 22 2 12 5 31 3 1 6 7 18 16 11 26 15 4 9 14 32 28 30
esc32a,130,H,129,446,482,27 18 16 21 24 9 4 8 3 15 23 1 2 14 13 19 11 12 5 17 22 6 26 25 10 7 28 20 29 30 31 32
esc32a,130,G,129,446,152,10 11 9 26 27 28 13 30 25 7 20 4 12 3 1 24 18 17 19 16 21 2 29 23 6 8 22 15 32 14 31 5
esc32a,130,S,129,446,154,7 11 3 19 27 23 28 14 25 20 13 24 15 9 1 6 30 17 5 4 2 21 10 18 29 8 22 16 32 12 31 26
esc32a,130,RS,129,446,320,12 9 25 1 26 7 13 8 27 18 15 29 10 3 20 19 22 31 16 30 23 2 21 24 14 17 6 5 11 28 32 4
esc32a,130,RW,129,446,338,1 9 14 17 20 19 7 28 29 5 2 23 18 13 31 27 15 21 6 11 22 25 32 24 30 12 8 3 4 26 16 10
esc32a,130,H,130,412,416,27 18 21 16 24 9 3 4 8 23 1 15 2 13 14 11 19 5 12 17 22 26 6 10 25 7 28 20 30 29 31 32
esc32a,130,G,130,412,154,15 7 5 21 24 32 18 26 22 13 23 19 16 8 6 28 17 1 3 14 11 31 12 9 25 20 27 2 29 4 10 30
esc32a,130,S,130,412,158,14 24 2 18 22 30 26 27 6 4 16 20 13 8 5 28 23 1 7 25 11 32 12 3 31 19 15 17 21 10 9 29
esc32a,130,RS,130,412,330,4 7 19 25 31 28 11 21 10 27 5 12 16 2 3 22 24 1 9 14 20 32 18 17 6 30 23 29 13 26 8 15
esc32a,130,RW,130,412,318,13 31 6 8 28 19 26 3 20 32 5 23 14 17 16 15 24 2 22 21 27 29 9 25 11 7 1 12 30 4 10 18
esc32a,130,H,131,488,468,27 18 16 21 9 24 4 3 8 15 23 2 1 14 13 11 19 12 5 17 6 22 25 26 10 7 20 28 29 30 32 31
esc32a,130,G,131,488,166,23 32 17 21 15 5 11 28 27 20 3 6 7 31 29 14 4 25 1 22 26 8 30 18 12 2 10 13 9 16 19 24
esc32a,130,S,131,488,168,27 1 16 12 9 11 31 32 3 10 19 21 25 2 4 22 23 8 7 18 6 17 30 14 20 5 24 15 28 29 26 13
esc32a,130,RS,131,488,308,25 11 13 26 28 16 6 23 14 12 17 4 32 15 31 24 19 29 9 8 21 27 5 10 1 20 7 18 22 2 30 3
esc32a,130,RW,131,488,330,31 32 20 4 2 9 12 17 27 26 11 25 15 24 3 18 22 28 29 21 5 8 1 23 10 6 19 30 7 16 13 14
esc32a,130,H,132,418,452,27 16 18 21 9 24 4 3 8 15 23 1 2 13 14 19 11 12 17 22 5 6 26 25 10 7 28 29 20 30 32 31
esc32a,130,G,132,418,166,23 7 3 11 31 27 13 25 16 6 24 10 19 15 12 26 30 4 8 32 21 20 17 22 28 14 18 9 29 1 2 5
esc32a,130,S,132,418,166,16 32 8 4 31 15 21 18 12 24 11 9 14 30 10 26 27 2 3 29 19 13 28 20 1 25 17 7 23 22 6 5
esc32a,130,RS,132,418,328,31 25 32 6 10 22 20 13 30 7 19 23 29 27 28 21 4 26 2 15 9 18 5 14 1 8 24 17 3 11 12 16
esc32a,130,RW,132,418,292,13 16 31 27 1 9 15 3 12 10 28 23 14 2 25 8 4 26 18 32 21 11 7 29 6 24 5 30 19 22 17 20
esc32a,130,H,133,460,486,27 18 16 21 24 9 4 8 3 15 23 1 2 13 14 11 19 12 5 17 22 6 26 10 7 25 28 29 20 31 30 32
esc32a,130,G,133,460,178,5 6 10 26 18 14 21 27 2 24 8 30 13 22 9 28 15 1 7 17 3 29 19 23 25 32 31 12 11 16 20 4
esc32a,130,S,133,460,162,10 18 12 3 1 13 15 20 4 16 6 30 14 2 8 28 22 7 5 11 19 29 27 24 21 32 23 17 31 26 25 9
esc32a,130,RS,133,460,342,25 15 1 2 14 30 9 12 17 22 19 8 5 21 18 4 27 6 26 24 23 13 16 10 28 11 20 31 32 29 3 7
esc32a,130,RW,133,460,316,13 8 28 30 29 25 3 17 22 15 31 20 9 18 26 6 19 10 12 27 5 21 2 7 24 23 14 11 32 16 4 1
esc32a,130,H,134,442,416,27 18 16 24 21 9 4 3 8 15 23 1 13 14 2 19 11 5 12 17 22 6 26 25 10 7 20 28 29 30 31 32
esc32a,130,G,134,442,160,26 25 11 9 13 10 17 23 1 2 28 6 30 29 27 7 15 3 12 21 20 14 24 4 16 5 8 18 32 19 31 22
esc32a,130,S,134,442,154,28 1 26 25 9 27 5 19 17 32 16 15 12 2 10 3 7 18 8 22 20 31 4 24 21 11 23 6 30 13 29 14
esc32a,130,RS,134,442,322,1 11 2 8 17 31 29 28 5 27 20 15 25 3 13 19 7 14 4 10 22 16 30 26 32 23 12 21 18 9 6 24
esc32a,130,RW,134,442,322,4 10 19 26 13 18 9 3 16 22 27 2 6 14 32 7 29 20 12 15 24 1 31 23 21 17 8 28 11 25 30 5
esc32a,130,H,135,426,448,27 18 16 24 9 4 21 3 8 15 23 1 2 14 13 19 11 12 5 17 22 6 26 10 25 20 7 29 28 30 31 32
esc32a,130,G,135,426,156,14 32 15 7 8 22 12 17 16 26 6 20 30 24 31 18 3 13 5 29 9 2 25 10 4 19 1 23 27 11 28 21
esc32a,130,S,135,426,154,14 29 16 15 13 9 32 19 31 21 6 4 10 25 11 20 1 7 5 26 3 2 27 23 18 8 17 12 22 24 30 28
esc32a,130,RS,135,426,344,30 12 3 31 9 17 19 29 28 4 16 1 25 27 23 2 14 7 8 20 6 5 18 15 11 26 13 22 10 21 32 24
esc32a,130,RW,135,426,310,31 19 28 16 23 29 9 30 11 24 26 27 14 15 4 25 1 20 32 12 5 13 21 22 3 17 18 8 6 10 2 7
esc32a,130,H,136,434,420,27 18 16 21 24 4 9 3 15 8 23 1 13 2 14 19 12 11 5 17 22 26 25 6 10 7 20 28 30 29 31 32
esc32a,130,G,136,434,178,20 4 7 23 8 32 11 25 3 14 24 2 28 12 5 1 18 21 22 15 9 19 10 13 27 6 17 31 30 29 16 26
esc32a,130,S,136,434,172,14 8 27 28 24 32 13 25 20 11 6 2 30 7 23 10 18 19 5 15 1 22 9 3 21 26 17 31 12 29 4 16
esc32a,130,RS,136,434,334,1 5 22 21 2 18 20 29 13 14 19 28 11 4 23 27 8 30 17 24 32 31 10 26 16 12 9 15 6 7 3 25
esc32a,130,RW,136,434,324,1 18 27 13 19 11 3 17 29 21 8 6 15 20 32 14 24 10 2 28 9 16 26 30 31 5 25 23 12 4 7 22
esc32a,130,H,137,370,444,27 18 16 21 9 24 4 3 8 15 23 2 13 1 14 11 19 12 5 17 22 26 6 25 10 7 20 28 30 29 31 32
esc32a,130,G,137,370,152,2 8 4 3 12 9 30 19 15 6 1 25 10 16 11 18 29 7 5 27 24 17 20 22 21 26 23 28 13 32 14 31
esc32a,130,S,137,370,158,16 15 3 1 5 6 8 17 11 4 30 23 14 13 9 19 21 27 32 10 28 22 26 20 2 7 18 24 31 12 29 25
esc32a,130,RS,137,370,334,29 24 23 17 15 2 4 7 11 18 26 9 25 31 8 5 10 20 28 12 6 30 14 22 16 21 1 13 19 3 32 27
esc32a,130,RW,137,370,302,9 6 15 7 11 3 2 31 14 1 21 32 27 12 8 28 23 16 22 29 18 13 30 10 20 26 25 5 4 19 17 24
esc32a,130,H,138,452,438,27 18 16 21 24 4 9 3 15 23 1 8 2 13 14 11 19 12 5 17 22 6 25 26 10 7 20 28 29 30 31 32
esc32a,130,G,138,452,146,31 17 32 28 19 27 7 1 20 16 15 21 23 18 24 6 13 12 11 3 10 29 2 14 25 5 9 30 26 8 22 4
esc32a,130,S,138,452,178,23 18 31 32 22 24 10 5 26 19 16 29 7 20 27 17 13 28 12 14 2 8 1 3 15 25 9 30 11 21 4 6
esc32a,130,RS,138,452,324,19 27 28 4 10 17 30 2 8 9 32 22 21 20 23 16 31 7 29 18 5 25 3 1 13 14 6 24 11 12 26 15
esc32a,130,RW,138,452,322,15 4 8 31 12 29 16 10 28 23 19 1 5 2 32 26 21 30 9 24 14 18 25 6 17 27 13 22 7 20 11 3
esc32a,130,H,139,446,482,18 16 27 21 24 4 9 3 8 15 23 1 13 2 19 14 11 12 5 17 22 6 26 25 10 7 20 28 29 30 31 32
esc32a,130,G,139,446,154,9 28 25 27 12 11 16 32 26 8 5 6 1 20 17 30 7 19 21 3 23 13 29 24 15 22 31 4 10 18 14 2
esc32a,130,S,139,446,158,7 20 22 21 2 1 11 32 18 10 5 16 3 4 17 28 15 29 13 14 25 23 27 26 24 12 31 30 6 19 8 9
esc32a,130,RS,139,446,292,7 11 28 24 3 23 12 25 8 29 22 5 6 19 18 17 2 4 21 30 31 16 27 13 10 20 9 14 32 26 15 1
esc32a,130,RW,139,446,344,16 13 6 20 22 21 25 24 2 11 30 3 14 26 4 7 32 17 31 29 18 9 10 23 27 5 19 8 28 1 15 12
esc32a,130,H,140,406,452,27 16 18 21 24 9 4 8 3 15 1 2 13 23 14 19 11 12 5 17 22 26 6 25 10 7 20 28 30 29 31 32
esc32a,130,G,140,406,160,14 2 16 32 8 6 24 17 12 20 13 22 10 4 28 18 29 27 11 26 9 5 1 19 21 30 25 23 3 31 7 15
esc32a,130,S,140,406,178,7 2 22 18 20 16 14 27 17 1 32 30 8 4 6 28 31 21 29 3 25 24 11 9 23 26 19 12 13 5 10 15
esc32a,130,RS,140,406,344,17 29 13 14 21 9 18 11 2 5 6 24 1 26 8 31 32 16 23 7 28 19 4 3 12 15 25 22 10 20 27 30
esc32a,130,RW,140,406,336,31 18 32 8 6 16 26 1 24 15 30 29 17 22 21 10 5 11 12 13 2 19 9 4 23 14 27 20 28 3 25 7
esc32a,130,H,141,486,398,27 18 16 24 9 21 3 4 8 23 15 1 2 13 14 19 11 12 5 17 22 26 6 25 10 7 20 28 30 29 32 31
esc32a,130,G,141,486,154,9 1 13 29 21 25 19 32 6 18 15 7 10 5 14 24 31 30 16 3 12 11 4 20 27 23 28 22 8 2 17 26
esc32a,130,S,141,486,166,32 14 30 26 10 12 31 7 13 17 4 5 16 6 29 23 1 25 20 2 24 15 8 19 11 21 3 22 27 9 18 28
esc32a,130,RS,141,486,334,5 25 13 30 26 18 2 20 29 16 6 9 24 14 17 31 12 11 3 22 23 7 28 19 4 10 8 32 27 15 1 21
esc32a,130,RW,141,486,318,29 18 5 13 3 14 21 31 22 7 2 25 10 19 6 26 15 17 1 30 16 12 24 23 8 27 32 11 9 28 20 4
esc32a,130,H,142,476,432,27 18 16 21 24 4 9 3 15 23 8 1 2 13 14 19 11 12 5 17 22 6 26 25 10 7 20 28 29 31 30 32
esc32a,130,G,142,476,158,21 9 17 19 25 1 18 15 27 6 22 2 29 13 31 14 4 23 24 30 32 5 16 8 3 10 7 28 20 11 26 12
esc32a,130,S,142,476,148,9 10 26 22 6 5 11 3 30 27 25 16 13 14 29 4 31 21 17 12 24 15 20 19 7 8 23 2 28 1 32 18
